"","Nr","Code","Name","Group","Source","Timespan","n","decimals","pr_tied","pr_NAs","rt_tied","rt_NAs","pr_unique","pr_ties","rt_unique","rt_ties","pr_avg_tie_length","pr_max_tie_length","rt_avg_tie_length","rt_max_tie_length"
"324","39","HSI","Hang Seng Index","APAC","_YF.csv","2000-01-01 to 2009-12-31","2541","2","80","74","130","130","2465","4","2412","1","1.03083164300203","74","1.05348258706468","130"
"325","39","HSI","Hang Seng Index","APAC","_YF.csv","1990-01-01 to 1999-12-31","2610","2","319","131","230","221","2379","88","2384","4","1.09709962168979","131","1.09479865771812","221"
"326","39","HSI","Hang Seng Index","APAC","_YF.csv","1980-01-01 to 1989-12-31","783","1","108","42","78","70","708","33","707","2","1.10593220338983","42","1.10749646393211","70"
"327","39","HSI","Hang Seng Index","APAC","_IN.csv","1950-01-01 to 2021-07-15","5107","2","63","0","26","0","5075","31","5082","1","1.00630541871921","3","1.00491932310114","26"
"328","39","HSI","Hang Seng Index","APAC","_IN.csv","2010-01-01 to 2021-07-15","2847","2","11","0","4","0","2841","5","2844","1","1.00211193241816","3","1.00105485232068","4"
"329","39","HSI","Hang Seng Index","APAC","_IN.csv","2000-01-01 to 2009-12-31","2260","2","48","0","22","0","2236","24","2239","1","1.01073345259392","2","1.00937918713711","22"
"330","39","HSI","Hang Seng Index","APAC","_EI.csv","1950-01-01 to 2021-07-15","4926","2","14","0","0","0","4919","7","4926","0","1.00142305346615","2","1","1"
"331","39","HSI","Hang Seng Index","APAC","_EI.csv","2010-01-01 to 2021-07-15","2841","2","6","0","0","0","2838","3","2841","0","1.00105708245243","2","1","1"
"332","39","HSI","Hang Seng Index","APAC","_EI.csv","2000-01-01 to 2009-12-31","2085","2","4","0","0","0","2083","2","2085","0","1.00096015362458","2","1","1"
"333","40","N225","Nikkei 225","APAC","_YF.csv","1950-01-01 to 2021-07-15","14421","2","1074","618","1293","1099","13560","213","13130","2","1.06349557522124","618","1.0983244478294","1099"
"334","40","N225","Nikkei 225","APAC","_YF.csv","2010-01-01 to 2021-07-15","2843","2","29","19","38","35","2820","6","2807","2","1.00815602836879","19","1.01282508015675","35"
"335","40","N225","Nikkei 225","APAC","_YF.csv","2000-01-01 to 2009-12-31","2558","2","109","105","187","187","2452","3","2372","1","1.04323001631321","105","1.07841483979764","187"
"336","40","N225","Nikkei 225","APAC","_YF.csv","1990-01-01 to 1999-12-31","2610","2","156","144","255","255","2461","7","2356","1","1.06054449410809","144","1.10780984719864","255"
"337","40","N225","Nikkei 225","APAC","_YF.csv","1980-01-01 to 1989-12-31","2609","2","151","131","235","229","2468","10","2376","2","1.05713128038898","131","1.09806397306397","229"
"338","40","N225","Nikkei 225","APAC","_YF.csv","1970-01-01 to 1979-12-31","2608","2","358","150","369","268","2343","93","2241","2","1.11310285958173","150","1.16376617581437","268"
"339","40","N225","Nikkei 225","APAC","_YF.csv","1960-01-01 to 1969-12-31","1193","2","246","69","209","125","1034","87","986","2","1.15377176015474","69","1.20993914807302","125"
"340","40","N225","Nikkei 225","APAC","_IN.csv","1950-01-01 to 2021-07-15","5057","2","12","0","2","0","5051","6","5056","1","1.00118788358741","2","1.00019778481013","2"
"341","40","N225","Nikkei 225","APAC","_IN.csv","2010-01-01 to 2021-07-15","2851","2","6","0","2","0","2848","3","2850","1","1.00105337078652","2","1.00035087719298","2"
"342","40","N225","Nikkei 225","APAC","_IN.csv","2000-01-01 to 2009-12-31","2206","2","4","0","0","0","2204","2","2206","0","1.00090744101633","2","1","1"
"343","41","NSEI","Nifty 50","APAC","_YF.csv","1950-01-01 to 2021-07-15","3413","2","127","35","70","66","3332","46","3345","2","1.02430972388956","35","1.0203288490284","66"
"344","41","NSEI","Nifty 50","APAC","_YF.csv","2010-01-01 to 2021-07-15","2852","2","95","27","58","55","2791","34","2796","2","1.02185596560373","27","1.02002861230329","55"
"345","41","NSEI","Nifty 50","APAC","_YF.csv","2000-01-01 to 2009-12-31","561","2","16","8","11","11","550","5","551","1","1.02","8","1.01814882032668","11"
"346","41","NSEI","Nifty 50","APAC","_IN.csv","1950-01-01 to 2021-07-15","6395","2","368","0","12","0","6201","174","6386","3","1.0312852765683","4","1.00140933291575","8"
"347","41","NSEI","Nifty 50","APAC","_IN.csv","2010-01-01 to 2021-07-15","2862","2","70","0","4","0","2826","34","2859","1","1.01273885350318","3","1.00104931794334","4"
"348","41","NSEI","Nifty 50","APAC","_IN.csv","2000-01-01 to 2009-12-31","2496","2","144","0","5","0","2422","70","2493","2","1.03055326176713","3","1.00120336943442","3"
"349","41","NSEI","Nifty 50","APAC","_IN.csv","1990-01-01 to 1999-12-31","1037","2","48","0","2","0","1013","24","1036","1","1.02369200394867","2","1.00096525096525","2"
"350","41","NSEI","Nifty 50","APAC","_EI.csv","1950-01-01 to 2021-07-15","4964","2","181","0","8","0","4872","89","4958","2","1.01888341543514","3","1.00121016538927","6"
"351","41","NSEI","Nifty 50","APAC","_EI.csv","2010-01-01 to 2021-07-15","2862","2","70","0","4","0","2826","34","2859","1","1.01273885350318","3","1.00104931794334","4"
"352","41","NSEI","Nifty 50","APAC","_EI.csv","2000-01-01 to 2009-12-31","2102","2","95","0","4","0","2054","47","2100","2","1.02336903602726","3","1.00095238095238","2"
"353","42","BSESN","BSE Sensex","APAC","_YF.csv","1950-01-01 to 2021-07-15","6047","2","152","132","255","252","5906","11","5794","2","1.02387402641382","132","1.04366586123576","252"
"354","42","BSESN","BSE Sensex","APAC","_YF.csv","2010-01-01 to 2021-07-15","2854","2","22","22","42","42","2833","1","2813","1","1.0074126367808","22","1.01457518663349","42"
"355","42","BSESN","BSE Sensex","APAC","_YF.csv","2000-01-01 to 2009-12-31","2540","2","79","69","132","132","2467","6","2409","1","1.02959059586542","69","1.05437941054379","132"
"356","42","BSESN","BSE Sensex","APAC","_YF.csv","1990-01-01 to 1999-12-31","655","2","47","43","82","80","611","3","575","2","1.07201309328969","43","1.13913043478261","80"
"357","42","BSESN","BSE Sensex","APAC","_IN.csv","1950-01-01 to 2021-07-15","2572","2","0","0","0","0","2572","0","2572","0","1","1","1","1"
"358","42","BSESN","BSE Sensex","APAC","_IN.csv","2010-01-01 to 2021-07-15","2572","2","0","0","0","0","2572","0","2572","0","1","1","1","1"
"359","42","BSESN","BSE Sensex","APAC","_EI.csv","1950-01-01 to 2021-07-15","4964","2","8","0","0","0","4960","4","4964","0","1.0008064516129","2","1","1"
"360","42","BSESN","BSE Sensex","APAC","_EI.csv","2010-01-01 to 2021-07-15","2862","2","0","0","0","0","2862","0","2862","0","1","1","1","1"
"361","42","BSESN","BSE Sensex","APAC","_EI.csv","2000-01-01 to 2009-12-31","2102","2","6","0","0","0","2099","3","2102","0","1.00142925202477","2","1","1"
"362","43","KS50","KOSPI 50","APAC","_IN.csv","1950-01-01 to 2021-07-15","2407","2","100","0","21","0","2356","49","2387","1","1.02164685908319","4","1.00837871805614","21"
"363","43","KS50","KOSPI 50","APAC","_IN.csv","2010-01-01 to 2021-07-15","2407","2","100","0","21","0","2356","49","2387","1","1.02164685908319","4","1.00837871805614","21"
"364","43","KS50","KOSPI 50","APAC","_EI.csv","1950-01-01 to 2021-07-15","4937","2","144","0","3","0","4864","71","4935","1","1.01500822368421","4","1.00040526849037","3"
"365","43","KS50","KOSPI 50","APAC","_EI.csv","2010-01-01 to 2021-07-15","2848","2","74","0","2","0","2810","36","2847","1","1.0135231316726","4","1.00035124692659","2"
"366","43","KS50","KOSPI 50","APAC","_EI.csv","2000-01-01 to 2009-12-31","2089","2","52","0","0","0","2063","26","2089","0","1.01260300533204","2","1","1"
"367","44","AXJO","S&P Australian Stock Exchange 200","APAC","_IN.csv","1950-01-01 to 2021-07-15","7420","1","1089","0","20","0","6859","528","7405","5","1.0817903484473","4","1.00202565833896","12"
"368","44","AXJO","S&P Australian Stock Exchange 200","APAC","_IN.csv","2010-01-01 to 2021-07-15","2965","1","307","0","2","0","2808","150","2964","1","1.05591168091168","4","1.00033738191633","2"
"369","44","AXJO","S&P Australian Stock Exchange 200","APAC","_IN.csv","2000-01-01 to 2009-12-31","2531","1","295","0","6","0","2378","142","2527","2","1.06433978132885","4","1.00158290463","4"
"370","44","AXJO","S&P Australian Stock Exchange 200","APAC","_IN.csv","1990-01-01 to 1999-12-31","1924","1","246","0","6","0","1797","119","1919","1","1.07067334446299","4","1.00260552371027","6"
"371","44","AXJO","S&P Australian Stock Exchange 200","APAC","_EI.csv","1950-01-01 to 2021-07-15","5055","1","659","0","4","0","4718","322","5052","1","1.07142857142857","4","1.00059382422803","4"
"372","44","AXJO","S&P Australian Stock Exchange 200","APAC","_EI.csv","2010-01-01 to 2021-07-15","2919","1","295","0","2","0","2768","144","2918","1","1.05455202312139","4","1.00034270047978","2"
"373","44","AXJO","S&P Australian Stock Exchange 200","APAC","_EI.csv","2000-01-01 to 2009-12-31","2136","1","152","0","2","0","2059","75","2135","1","1.03739679456047","3","1.00046838407494","2"
"374","45","NZ50","New Zealand Stock Exchange 50","APAC","_IN.csv","1950-01-01 to 2021-07-15","5315","2","134","0","37","0","5248","67","5279","1","1.01276676829268","2","1.00681947338511","37"
"375","45","NZ50","New Zealand Stock Exchange 50","APAC","_IN.csv","2010-01-01 to 2021-07-15","3053","2","88","0","37","0","3009","44","3017","1","1.01462279827185","2","1.01193238316208","37"
"376","45","NZ50","New Zealand Stock Exchange 50","APAC","_IN.csv","2000-01-01 to 2009-12-31","2262","2","38","0","0","0","2243","19","2262","0","1.00847079803834","2","1","1"
"377","45","NZ50","New Zealand Stock Exchange 50","APAC","_EI.csv","1950-01-01 to 2021-07-15","5019","4","0","0","0","0","5019","0","5019","0","1","1","1","1"
"378","45","NZ50","New Zealand Stock Exchange 50","APAC","_EI.csv","2010-01-01 to 2021-07-15","2899","4","0","0","0","0","2899","0","2899","0","1","1","1","1"
"379","45","NZ50","New Zealand Stock Exchange 50","APAC","_EI.csv","2000-01-01 to 2009-12-31","2120","4","0","0","0","0","2120","0","2120","0","1","1","1","1"
"380","46","GTSM50","Taipei Exchange 50","APAC","_IN.csv","1950-01-01 to 2021-07-15","1528","2","284","0","8","0","1379","135","1521","1","1.108049311095","4","1.00460223537147","8"
"381","46","GTSM50","Taipei Exchange 50","APAC","_IN.csv","2010-01-01 to 2021-07-15","1528","2","284","0","8","0","1379","135","1521","1","1.108049311095","4","1.00460223537147","8"
"382","46","GTSM50","Taipei Exchange 50","APAC","_EI.csv","1950-01-01 to 2021-07-15","3095","2","1005","0","16","0","2552","462","3081","2","1.21277429467085","4","1.00454397922752","14"
"383","46","GTSM50","Taipei Exchange 50","APAC","_EI.csv","2010-01-01 to 2021-07-15","2844","2","907","0","16","0","2354","417","2830","2","1.20815632965166","4","1.00494699646643","14"
"384","46","GTSM50","Taipei Exchange 50","APAC","_EI.csv","2000-01-01 to 2009-12-31","251","2","2","0","0","0","250","1","251","0","1.004","2","1","1"
"385","47","SETI","Stock Exchange of Thailand Index","APAC","_IN.csv","1950-01-01 to 2021-07-15","9689","2","958","0","27","0","9192","461","9667","5","1.05406875543951","4","1.00227578359367","19"
"386","47","SETI","Stock Exchange of Thailand Index","APAC","_IN.csv","2010-01-01 to 2021-07-15","2813","2","106","0","2","0","2759","52","2812","1","1.01957230880754","3","1.00035561877667","2"
"387","47","SETI","Stock Exchange of Thailand Index","APAC","_IN.csv","2000-01-01 to 2009-12-31","2452","2","137","0","4","0","2383","68","2449","1","1.02895509861519","3","1.00122498979175","4"
"388","47","SETI","Stock Exchange of Thailand Index","APAC","_IN.csv","1990-01-01 to 1999-12-31","2452","2","77","0","0","0","2413","38","2452","0","1.01616245337754","3","1","1"
"389","47","SETI","Stock Exchange of Thailand Index","APAC","_IN.csv","1980-01-01 to 1989-12-31","1972","2","372","0","19","0","1771","171","1957","4","1.11349520045172","4","1.00766479305059","13"
"390","47","SETI","Stock Exchange of Thailand Index","APAC","_EI.csv","1950-01-01 to 2021-07-15","4879","2","231","0","5","0","4762","114","4875","1","1.02456950860983","3","1.00082051282051","5"
"391","47","SETI","Stock Exchange of Thailand Index","APAC","_EI.csv","2010-01-01 to 2021-07-15","2813","2","106","0","2","0","2759","52","2812","1","1.01957230880754","3","1.00035561877667","2"
"392","47","SETI","Stock Exchange of Thailand Index","APAC","_EI.csv","2000-01-01 to 2009-12-31","2066","2","118","0","3","0","2007","59","2064","1","1.0293971101146","2","1.00096899224806","3"
"393","48","JKSE","Jakarta Composite Index","APAC","_YF.csv","1950-01-01 to 2021-07-15","7944","3","407","315","531","522","7584","47","7415","2","1.04746835443038","315","1.07134187457856","522"
"394","48","JKSE","Jakarta Composite Index","APAC","_YF.csv","2010-01-01 to 2021-07-15","2862","3","60","52","86","86","2807","5","2777","1","1.0195938724617","52","1.03060857039971","86"
"395","48","JKSE","Jakarta Composite Index","APAC","_YF.csv","2000-01-01 to 2009-12-31","2541","3","130","116","197","193","2419","8","2346","2","1.05043406366267","116","1.08312020460358","193"
"396","48","JKSE","Jakarta Composite Index","APAC","_YF.csv","1990-01-01 to 1999-12-31","2541","3","203","147","247","243","2367","29","2296","2","1.07351077313055","147","1.10670731707317","243"
"397","48","JKSE","Jakarta Composite Index","APAC","_IN.csv","1950-01-01 to 2021-07-15","7642","2","367","0","24","0","7456","181","7620","2","1.02494635193133","3","1.00288713910761","22"
"398","48","JKSE","Jakarta Composite Index","APAC","_IN.csv","2010-01-01 to 2021-07-15","2824","2","53","0","15","0","2797","26","2810","1","1.00965319985699","3","1.00498220640569","15"
"399","48","JKSE","Jakarta Composite Index","APAC","_IN.csv","2000-01-01 to 2009-12-31","2425","2","48","0","0","0","2400","23","2425","0","1.01041666666667","3","1","1"
"400","48","JKSE","Jakarta Composite Index","APAC","_IN.csv","1990-01-01 to 1999-12-31","2393","2","158","0","8","0","2314","79","2387","2","1.03414001728608","2","1.00251361541684","6"
"401","48","JKSE","Jakarta Composite Index","APAC","_EI.csv","1950-01-01 to 2021-07-15","4854","3","8","0","0","0","4850","4","4854","0","1.00082474226804","2","1","1"
"402","48","JKSE","Jakarta Composite Index","APAC","_EI.csv","2010-01-01 to 2021-07-15","2810","3","6","0","0","0","2807","3","2810","0","1.00106875667973","2","1","1"
"403","48","JKSE","Jakarta Composite Index","APAC","_EI.csv","2000-01-01 to 2009-12-31","2044","3","2","0","0","0","2043","1","2044","0","1.0004894762604","2","1","1"
"404","49","KLSE","FTSE Bursa Malaysia KLCI","APAC","_EI.csv","1950-01-01 to 2021-07-15","4913","2","272","0","4","0","4776","135","4910","1","1.0286850921273","3","1.00061099796334","4"
"405","49","KLSE","FTSE Bursa Malaysia KLCI","APAC","_EI.csv","2010-01-01 to 2021-07-15","2833","2","175","0","4","0","2745","87","2830","1","1.03205828779599","3","1.00106007067138","4"
"406","49","KLSE","FTSE Bursa Malaysia KLCI","APAC","_EI.csv","2000-01-01 to 2009-12-31","2080","2","87","0","0","0","2036","43","2080","0","1.02161100196464","3","1","1"
"407","50","KSE","Karachi Stock Exchange 100","APAC","_YF.csv","1950-01-01 to 2021-07-15","6048","2","433","329","602","547","5653","38","5448","2","1.06987440297187","329","1.11013215859031","547"
"408","50","KSE","Karachi Stock Exchange 100","APAC","_YF.csv","2010-01-01 to 2021-07-15","2902","2","150","125","216","203","2764","12","2688","2","1.04992764109986","125","1.0796130952381","203"
"409","50","KSE","Karachi Stock Exchange 100","APAC","_YF.csv","2000-01-01 to 2009-12-31","2515","2","203","140","270","232","2331","19","2247","2","1.07893607893608","140","1.11927013796173","232"
"410","50","KSE","Karachi Stock Exchange 100","APAC","_YF.csv","1990-01-01 to 1999-12-31","631","2","74","64","116","112","563","6","517","2","1.12078152753108","64","1.22050290135397","112"
"411","50","KSE","Karachi Stock Exchange 100","APAC","_IN.csv","1950-01-01 to 2021-07-15","6648","2","106","0","46","0","6580","38","6603","1","1.01033434650456","12","1.0068150840527","46"
"412","50","KSE","Karachi Stock Exchange 100","APAC","_IN.csv","2010-01-01 to 2021-07-15","2862","2","2","0","0","0","2861","1","2862","0","1.00034952813701","2","1","1"
"413","50","KSE","Karachi Stock Exchange 100","APAC","_IN.csv","2000-01-01 to 2009-12-31","2458","2","54","0","37","0","2417","13","2422","1","1.01696317749276","12","1.0148637489678","37"
"414","50","KSE","Karachi Stock Exchange 100","APAC","_IN.csv","1990-01-01 to 1999-12-31","1328","2","36","0","8","0","1309","17","1321","1","1.01451489686784","3","1.00529901589705","8"
"415","50","KSE","Karachi Stock Exchange 100","APAC","_EI.csv","1950-01-01 to 2021-07-15","4936","2","54","0","37","0","4895","13","4900","1","1.00837589376915","12","1.00734693877551","37"
"416","50","KSE","Karachi Stock Exchange 100","APAC","_EI.csv","2010-01-01 to 2021-07-15","2862","2","2","0","0","0","2861","1","2862","0","1.00034952813701","2","1","1"
"417","50","KSE","Karachi Stock Exchange 100","APAC","_EI.csv","2000-01-01 to 2009-12-31","2074","2","50","0","36","0","2035","11","2039","1","1.01916461916462","12","1.01716527709662","36"
"418","51","BAX","Bahrein All Share (BAX)","MEA","_IN.csv","1950-01-01 to 2021-07-15","2762","2","215","0","40","0","2647","100","2724","2","1.043445409898","5","1.01395007342144","38"
"419","51","BAX","Bahrein All Share (BAX)","MEA","_IN.csv","2010-01-01 to 2021-07-15","2762","2","215","0","40","0","2647","100","2724","2","1.043445409898","5","1.01395007342144","38"
"420","51","BAX","Bahrein All Share (BAX)","MEA","_EI.csv","1950-01-01 to 2021-07-15","4572","3","126","0","18","0","4509","63","4555","1","1.01397205588822","2","1.00373216245884","18"
"421","51","BAX","Bahrein All Share (BAX)","MEA","_EI.csv","2010-01-01 to 2021-07-15","2842","3","66","0","16","0","2809","33","2827","1","1.01174795300819","2","1.00530597806862","16"
"422","51","BAX","Bahrein All Share (BAX)","MEA","_EI.csv","2000-01-01 to 2009-12-31","1730","2","36","0","2","0","1712","18","1729","1","1.01051401869159","2","1.00057836899942","2"
"423","52","EGX30","Egyptian Exchange 30","MEA","_IN.csv","1950-01-01 to 2021-07-15","5757","2","92","0","18","0","5709","44","5740","1","1.0084077771939","3","1.00296167247387","18"
"424","52","EGX30","Egyptian Exchange 30","MEA","_IN.csv","2010-01-01 to 2021-07-15","2796","2","34","0","16","0","2778","16","2781","1","1.00647948164147","3","1.00539374325782","16"
"425","52","EGX30","Egyptian Exchange 30","MEA","_IN.csv","2000-01-01 to 2009-12-31","2466","2","34","0","2","0","2448","16","2465","1","1.00735294117647","3","1.00040567951318","2"
"426","52","EGX30","Egyptian Exchange 30","MEA","_IN.csv","1990-01-01 to 1999-12-31","495","2","10","0","0","0","490","5","495","0","1.01020408163265","2","1","1"
"427","52","EGX30","Egyptian Exchange 30","MEA","_EI.csv","1950-01-01 to 2021-07-15","4864","2","47","3","9","6","4839","22","4857","2","1.00516635668527","3","1.00144121885938","6"
"428","52","EGX30","Egyptian Exchange 30","MEA","_EI.csv","2010-01-01 to 2021-07-15","2782","2","9","3","6","6","2777","4","2777","1","1.00180050414116","3","1.00180050414116","6"
"429","52","EGX30","Egyptian Exchange 30","MEA","_EI.csv","2000-01-01 to 2009-12-31","2082","2","32","0","2","0","2065","15","2081","1","1.00823244552058","3","1.00048053820279","2"
"430","53","ISX60","ISX 60","MEA","_IN.csv","1950-01-01 to 2021-07-15","1580","2","121","0","17","0","1518","59","1564","1","1.04084321475626","3","1.01023017902813","17"
"431","53","ISX60","ISX 60","MEA","_IN.csv","2010-01-01 to 2021-07-15","1580","2","121","0","17","0","1518","59","1564","1","1.04084321475626","3","1.01023017902813","17"
"432","53","ISX60","ISX 60","MEA","_EI.csv","1950-01-01 to 2021-07-15","1511","2","184","95","148","139","1372","45","1365","2","1.10131195335277","95","1.10695970695971","139"
"433","53","ISX60","ISX 60","MEA","_EI.csv","2010-01-01 to 2021-07-15","1511","2","184","95","148","139","1372","45","1365","2","1.10131195335277","95","1.10695970695971","139"
"434","54","TA35","TA-35","MEA","_YF.csv","1950-01-01 to 2021-07-15","7306","2","759","342","578","566","6753","206","6730","2","1.081889530579","342","1.08558692421991","566"
"435","54","TA35","TA-35","MEA","_YF.csv","2010-01-01 to 2021-07-15","2853","2","163","54","99","95","2745","55","2756","2","1.03934426229508","54","1.03519593613933","95"
"436","54","TA35","TA-35","MEA","_YF.csv","2000-01-01 to 2009-12-31","2567","2","204","106","175","173","2412","49","2394","2","1.06426202321725","106","1.07226399331662","173"
"437","54","TA35","TA-35","MEA","_YF.csv","1990-01-01 to 1999-12-31","1886","2","335","182","304","298","1627","76","1584","2","1.15918869084204","182","1.19065656565657","298"
"438","54","TA35","TA-35","MEA","_EI.csv","1950-01-01 to 2021-07-15","4898","2","202","1","9","2","4795","99","4891","2","1.02148070907195","3","1.00143120016357","7"
"439","54","TA35","TA-35","MEA","_EI.csv","2010-01-01 to 2021-07-15","2828","2","119","0","4","0","2767","58","2825","1","1.02204553668233","3","1.00106194690265","4"
"440","54","TA35","TA-35","MEA","_EI.csv","2000-01-01 to 2009-12-31","2070","2","63","1","5","2","2038","31","2067","2","1.01570166830226","3","1.00145137880987","3"
"441","55","AmmanSEG","Amman SE General","MEA","_IN.csv","1950-01-01 to 2021-07-15","5066","2","213","0","15","0","4956","103","5052","1","1.02219531880549","3","1.0027711797308","15"
"442","55","AmmanSEG","Amman SE General","MEA","_IN.csv","2010-01-01 to 2021-07-15","2837","2","160","0","12","0","2754","77","2826","1","1.03013798111837","3","1.00389242745931","12"
"443","55","AmmanSEG","Amman SE General","MEA","_IN.csv","2000-01-01 to 2009-12-31","2229","2","31","0","3","0","2213","15","2227","1","1.00723000451875","3","1.00089806915132","3"
"444","55","AmmanSEG","Amman SE General","MEA","_EI.csv","1950-01-01 to 2021-07-15","4888","5","150","0","7","0","4810","72","4882","1","1.01621621621622","3","1.00122900450635","7"
"445","55","AmmanSEG","Amman SE General","MEA","_EI.csv","2010-01-01 to 2021-07-15","2825","3","143","0","4","0","2751","69","2822","1","1.02689930934206","3","1.00106307583274","4"
"446","55","AmmanSEG","Amman SE General","MEA","_EI.csv","2000-01-01 to 2009-12-31","2063","5","5","0","3","0","2060","2","2061","1","1.00145631067961","3","1.00097040271713","3"
"447","56","BLOM","BLOM Stock Index","MEA","_IN.csv","1950-01-01 to 2021-07-15","5355","2","1077","0","356","0","4733","455","5004","5","1.13141770547222","30","1.07014388489209","348"
"448","56","BLOM","BLOM Stock Index","MEA","_IN.csv","2010-01-01 to 2021-07-15","2592","2","563","0","194","0","2267","238","2401","3","1.14336127040141","30","1.07955018742191","190"
"449","56","BLOM","BLOM Stock Index","MEA","_IN.csv","2000-01-01 to 2009-12-31","2309","2","321","0","120","0","2119","131","2192","3","1.0896649362907","6","1.05337591240876","116"
"450","56","BLOM","BLOM Stock Index","MEA","_IN.csv","1990-01-01 to 1999-12-31","454","2","98","0","42","0","398","42","413","1","1.14070351758794","10","1.09927360774818","42"
"451","57","MSM30","MSM 30","MEA","_IN.csv","1950-01-01 to 2021-07-15","5103","2","102","0","29","0","5047","46","5076","2","1.01109570041609","5","1.00531914893617","27"
"452","57","MSM30","MSM 30","MEA","_IN.csv","2010-01-01 to 2021-07-15","2868","2","64","0","26","0","2831","27","2844","2","1.01306958671847","5","1.0084388185654","24"
"453","57","MSM30","MSM 30","MEA","_IN.csv","2000-01-01 to 2009-12-31","2235","2","22","0","3","0","2224","11","2233","1","1.00494604316547","2","1.00089565606807","3"
"454","58","PLE_AlQuds","Al-Quds","MEA","_IN.csv","1950-01-01 to 2021-07-15","4928","2","1010","0","53","0","4394","476","4877","2","1.12152935821575","6","1.01045724830839","51"
"455","58","PLE_AlQuds","Al-Quds","MEA","_IN.csv","2010-01-01 to 2021-07-15","2829","2","622","0","33","0","2501","294","2798","2","1.13114754098361","6","1.01107934238742","31"
"456","58","PLE_AlQuds","Al-Quds","MEA","_IN.csv","2000-01-01 to 2009-12-31","1997","2","167","0","19","0","1911","81","1979","1","1.04500261643119","3","1.00909550277918","19"
"457","58","PLE_AlQuds","Al-Quds","MEA","_IN.csv","1990-01-01 to 1999-12-31","102","2","4","0","0","0","100","2","102","0","1.02","2","1","1"
"458","59","TASI","Tadawul All Share","MEA","_IN.csv","1950-01-01 to 2021-07-15","6032","2","123","0","45","0","5962","53","5988","1","1.01174102650117","6","1.00734802939212","45"
"459","59","TASI","Tadawul All Share","MEA","_IN.csv","2010-01-01 to 2021-07-15","2903","2","48","0","23","0","2874","19","2881","1","1.01009046624913","6","1.00763623741756","23"
"460","59","TASI","Tadawul All Share","MEA","_IN.csv","2000-01-01 to 2009-12-31","2777","2","55","0","21","0","2746","24","2757","1","1.01128914785142","5","1.00725426187885","21"
"461","59","TASI","Tadawul All Share","MEA","_IN.csv","1990-01-01 to 1999-12-31","352","2","16","0","0","0","344","8","352","0","1.02325581395349","2","1","1"
"462","59","TASI","Tadawul All Share","MEA","_EI.csv","1950-01-01 to 2021-07-15","5207","2","53","1","17","2","5178","24","5192","2","1.00560061799923","5","1.00288906009245","15"
"463","59","TASI","Tadawul All Share","MEA","_EI.csv","2010-01-01 to 2021-07-15","2883","2","16","1","4","2","2875","8","2881","2","1.00278260869565","2","1.0006942034016","2"
"464","59","TASI","Tadawul All Share","MEA","_EI.csv","2000-01-01 to 2009-12-31","2324","2","33","0","13","0","2305","14","2312","1","1.00824295010846","5","1.00519031141869","13"
"465","60","MSCI_TADAWUL30","MSCI Tadawul 30 Price Return","MEA","_IN.csv","1950-01-01 to 2021-07-15","554","2","14","0","4","0","547","7","551","1","1.0127970749543","2","1.005444646098","4"
"466","60","MSCI_TADAWUL30","MSCI Tadawul 30 Price Return","MEA","_IN.csv","2010-01-01 to 2021-07-15","554","2","14","0","4","0","547","7","551","1","1.0127970749543","2","1.005444646098","4"
"467","60","MSCI_TADAWUL30","MSCI Tadawul 30 Price Return","MEA","_EI.csv","1950-01-01 to 2021-07-15","694","2","42","0","18","0","673","21","677","1","1.03120356612184","2","1.02511078286558","18"
"468","60","MSCI_TADAWUL30","MSCI Tadawul 30 Price Return","MEA","_EI.csv","2010-01-01 to 2021-07-15","694","2","42","0","18","0","673","21","677","1","1.03120356612184","2","1.02511078286558","18"
"469","61","ADI","Abu Dhabi Index","MEA","_IN.csv","1950-01-01 to 2021-07-15","5164","2","76","0","5","0","5126","38","5161","2","1.0074131876707","2","1.00058128269715","3"
"470","61","ADI","Abu Dhabi Index","MEA","_IN.csv","2010-01-01 to 2021-07-15","2892","2","38","0","0","0","2873","19","2892","0","1.00661329620606","2","1","1"
"471","61","ADI","Abu Dhabi Index","MEA","_IN.csv","2000-01-01 to 2009-12-31","2272","2","20","0","4","0","2262","10","2270","2","1.00442086648983","2","1.00088105726872","2"
"472","61","ADI","Abu Dhabi Index","MEA","_EI.csv","1950-01-01 to 2021-07-15","5149","3","60","0","6","0","5119","30","5145","2","1.00586051963274","2","1.00077745383868","4"
"473","61","ADI","Abu Dhabi Index","MEA","_EI.csv","2010-01-01 to 2021-07-15","2891","3","24","0","0","0","2879","12","2891","0","1.00416811392845","2","1","1"
"474","61","ADI","Abu Dhabi Index","MEA","_EI.csv","2000-01-01 to 2009-12-31","2258","2","22","0","5","0","2247","11","2255","2","1.00489541611037","2","1.00133037694013","3"
"475","62","DFM","Dubai Financial Market General","MEA","_IN.csv","1950-01-01 to 2021-07-15","4523","2","80","0","6","0","4480","37","4518","1","1.00959821428571","5","1.00110668437362","6"
"476","62","DFM","Dubai Financial Market General","MEA","_IN.csv","2010-01-01 to 2021-07-15","2901","2","52","0","6","0","2872","23","2896","1","1.01009749303621","5","1.00172651933702","6"
"477","62","DFM","Dubai Financial Market General","MEA","_IN.csv","2000-01-01 to 2009-12-31","1622","2","8","0","0","0","1618","4","1622","0","1.00247218788628","2","1","1"
